sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
花蓮,花蓮縣,38,,良好,0.7,0.19,36,41,17,6,2,2.6,0.4,0.6,185,"2025-05-11 04:00",,0.2,8.2,19,0,121.599769,23.971306,63
臺東,臺東縣,41,,良好,0.5,0.18,47,44,20,12,1,2.5,0.8,1.5,312,"2025-05-11 04:00",,0.2,7.8,17,0,121.15045,22.755358,62
恆春,屏東縣,45,,良好,0.3,0.18,52,49,10,7,0,1.5,1,5.9,33,"2025-05-11 04:00",,0.1,4,8,0,120.788928,21.958069,61
潮州,屏東縣,24,,良好,0.2,0.11,4,11,15,3,8,9,0.6,1.4,65,"2025-05-11 04:00",,0.1,6,13,0,120.561175,22.523108,60
屏東,屏東縣,31,,良好,1.1,0.17,16,15,9,3,4,5.1,0.4,0.7,103,"2025-05-11 04:00",,0.2,7.6,16,0,120.488033,22.673081,59
小港,高雄市,21,,良好,0.6,0.13,30,19,5,5,8,9.3,1.3,0.7,31,"2025-05-11 04:00",,0,5.2,8,1,120.337736,22.565833,58
前鎮,高雄市,18,,良好,0.2,0.15,27,19,9,1,6,6.7,0.6,0.7,293,"2025-05-11 04:00",,0.1,2.1,10,0,120.30833356,22.6044507,57
前金,高雄市,17,,良好,0.5,0.13,26,18,7,2,6,7,0.9,1.6,236,"2025-05-11 04:00",,0.1,1.5,10,0,120.28676111,22.63390278,56
左營,高雄市,15,,良好,0.5,0.12,25,16,8,4,3,3.9,0.5,2,231,"2025-05-11 04:00",,0.1,2.1,7,0,120.292917,22.674861,54
楠梓,高雄市,27,,良好,0.9,0.09,23,12,10,5,2,3.1,0.5,2.4,320,"2025-05-11 04:00",,0.2,6.7,12,1,120.328289,22.733667,53
林園,高雄市,28,,良好,0.3,0.12,31,30,5,2,1,1.6,0.1,1.7,219,"2025-05-11 04:00",,0.1,3.2,9,0,120.41175,22.4795,52
大寮,高雄市,23,,良好,0.2,0.16,12,18,16,6,6,7.3,0.5,0.3,114,"2025-05-11 04:00",,0.1,4.5,14,0,120.425311,22.56413611,51
鳳山,高雄市,27,,良好,0.9,0.18,24,14,11,4,6,6.2,0,0.3,336,"2025-05-11 04:00",,0.2,6.7,11,1,120.357422,22.628126,50
仁武,高雄市,15,,良好,0.2,0.14,25,16,8,1,4,4.1,0,1.6,172,"2025-05-11 04:00",,0.2,3,8,1,120.332631,22.689056,49
橋頭,高雄市,20,,良好,0.3,0.1,26,16,7,3,1,2.1,0.8,2.6,314,"2025-05-11 04:00",,0.1,4.9,9,0,120.305689,22.757506,48
美濃,高雄市,27,,良好,0.5,0.14,12,7,14,6,3,4.3,0.5,1.5,289,"2025-05-11 04:00",,0.1,2.2,16,0,120.530542,22.883583,47
臺南,臺南市,20,,良好,0.3,0.15,42,22,23,6,3,4.4,0.5,3,16,"2025-05-11 04:00",,0.1,4.6,11,0,120.21947897,22.98928311,46
安南,臺南市,35,,良好,0.7,0.2,42,15,24,14,4,5.4,1.1,3.3,0,"2025-05-11 04:00",,0.3,8.6,16,0,120.2175,23.048197,45
善化,臺南市,32,,良好,0.7,0.15,39,9,24,20,3,4.2,1,3.8,10,"2025-05-11 04:00",,0.1,7.9,13,0,120.29740529,23.11337642,44
新營,臺南市,41,,良好,0.6,0.16,40,16,21,12,2,3.3,0.6,2.1,11,"2025-05-11 04:00",,0.2,10.1,17,,120.31725,23.305633,43
嘉義,嘉義市,27,,良好,1,0.16,42,18,13,8,2,3.2,0.4,1.2,321,"2025-05-11 04:00",,0.2,6.6,11,0,120.44125148,23.46477865,42
臺西,雲林縣,43,,良好,1.2,0.22,52,31,37,13,4,4.6,0.4,2.3,86,"2025-05-11 04:00",,0.2,9.5,26,1,120.19933333,23.702175,41
朴子,嘉義縣,51,細懸浮微粒,普通,1,0.12,42,26,21,15,2,2.3,0,0.6,60,"2025-05-11 04:00",,0.1,12.5,17,0,120.2478,23.46538,40
新港,嘉義縣,33,,良好,1.3,0.14,41,27,18,10,3,3.8,0.7,0.8,55,"2025-05-11 04:00",,0.1,8.2,16,1,120.345531,23.554839,39
崙背,雲林縣,44,,良好,1,0.19,35,25,20,9,2,3.2,0.6,0.2,119,"2025-05-11 04:00",,0.2,11,18,0,120.348742,23.757547,38
斗六,雲林縣,41,,良好,1.1,0.17,42,26,22,10,2,4.1,2,0.9,26,"2025-05-11 04:00",,0.2,10.2,17,1,120.544994,23.711853,37
南投,南投縣,20,,良好,0.4,0.12,39,22,20,5,2,3.2,0.6,1.5,242,"2025-05-11 04:00",,0.1,3,11,0,120.685306,23.913,36
二林,彰化縣,37,,良好,1,0.21,36,28,21,10,2,2.8,0.4,2.1,125,"2025-05-11 04:00",,0.2,9.2,22,1,120.409653,23.925175,35
線西,彰化縣,51,細懸浮微粒,普通,1.3,0.22,38,27,25,15,9,11,1,2.2,32,"2025-05-11 04:00",,0.2,12.5,24,1,120.469061,24.131672,34
